"","Date","flow","pipe"
"712",2020-11-29,0,"msp"
"713",2020-11-30,31.9,"msp"
"714",2020-12-01,39.8,"msp"
"715",2020-12-02,18.1,"msp"
"716",2020-12-03,4.8,"msp"
"717",2020-12-04,19.9,"msp"
"718",2020-12-05,0.3,"msp"
"719",2020-12-06,0.1,"msp"
"720",2020-12-07,0,"msp"
"721",2020-12-08,8,"msp"
"722",2020-12-09,0,"msp"
"723",2020-12-10,8,"msp"
"724",2020-12-11,5.9,"msp"
"725",2020-12-12,0,"msp"
"726",2020-12-13,0.2,"msp"
"727",2020-12-14,65.7,"msp"
"728",2020-12-15,0.6,"msp"
"729",2020-12-16,2.3,"msp"
"730",2020-12-17,1.7,"msp"
"731",2019-12-19,0,"vni"
"732",2019-12-20,0,"vni"
"733",2019-12-21,0,"vni"
"734",2019-12-22,47.6,"vni"
"735",2019-12-23,56.3,"vni"
"736",2019-12-24,14.6,"vni"
"737",2019-12-25,13.5,"vni"
"738",2019-12-26,47.7,"vni"
"739",2019-12-27,41.9,"vni"
"740",2019-12-28,24.6,"vni"
"741",2019-12-29,34.4,"vni"
"742",2019-12-30,45,"vni"
"743",2019-12-31,35.9,"vni"
"744",2020-01-01,0,"vni"
"745",2020-01-02,0,"vni"
"746",2020-01-03,0,"vni"
"747",2020-01-04,0,"vni"
"748",2020-01-05,7.9,"vni"
"749",2020-01-06,22.9,"vni"
"750",2020-01-07,0,"vni"
"751",2020-01-08,0,"vni"
"752",2020-01-09,25.7,"vni"
"753",2020-01-10,0,"vni"
"754",2020-01-11,0,"vni"
"755",2020-01-12,0,"vni"
"756",2020-01-13,0.3,"vni"
"757",2020-01-14,14.1,"vni"
"758",2020-01-15,0,"vni"
"759",2020-01-16,0,"vni"
"760",2020-01-17,18.1,"vni"
"761",2020-01-18,0,"vni"
"762",2020-01-19,1.5,"vni"
"763",2020-01-20,0.7,"vni"
"764",2020-01-21,0,"vni"
"765",2020-01-22,8,"vni"
"766",2020-01-23,12.8,"vni"
"767",2020-01-24,20,"vni"
"768",2020-01-25,0,"vni"
"769",2020-01-26,0,"vni"
"770",2020-01-27,0,"vni"
"771",2020-01-28,8.1,"vni"
"772",2020-01-29,0,"vni"
"773",2020-01-30,0,"vni"
"774",2020-01-31,0,"vni"
"775",2020-02-01,0,"vni"
"776",2020-02-02,0,"vni"
"777",2020-02-03,0,"vni"
"778",2020-02-04,0,"vni"
"779",2020-02-05,0,"vni"
"780",2020-02-06,0,"vni"
"781",2020-02-07,0,"vni"
"782",2020-02-08,0,"vni"
"783",2020-02-09,0,"vni"
"784",2020-02-10,0,"vni"
"785",2020-02-11,0,"vni"
"786",2020-02-12,0,"vni"
"787",2020-02-13,0,"vni"
"788",2020-02-14,28.9,"vni"
"789",2020-02-15,0,"vni"
"790",2020-02-16,26.6,"vni"
"791",2020-02-17,31.4,"vni"
"792",2020-02-18,15,"vni"
"793",2020-02-19,0,"vni"
"794",2020-02-20,0,"vni"
"795",2020-02-21,26.8,"vni"
"796",2020-02-22,43.9,"vni"
"797",2020-02-23,43.2,"vni"
"798",2020-02-24,49.6,"vni"
"799",2020-02-25,37.7,"vni"
"800",2020-02-26,50.9,"vni"
"801",2020-02-27,53.3,"vni"
"802",2020-02-28,43.9,"vni"
"803",2020-02-29,33.3,"vni"
"804",2020-03-01,14.9,"vni"
"805",2020-03-02,7.6,"vni"
"806",2020-03-03,29.5,"vni"
"807",2020-03-04,10.2,"vni"
"808",2020-03-05,12.5,"vni"
"809",2020-03-06,24.1,"vni"
"810",2020-03-07,0,"vni"
"811",2020-03-08,0,"vni"
"812",2020-03-09,0,"vni"
"813",2020-03-10,11.2,"vni"
"814",2020-03-11,0,"vni"
"815",2020-03-12,0,"vni"
"816",2020-03-13,47.3,"vni"
"817",2020-03-14,19,"vni"
"818",2020-03-15,32,"vni"
"819",2020-03-16,58.3,"vni"
"820",2020-03-17,24.4,"vni"
"821",2020-03-18,0,"vni"
"822",2020-03-19,0,"vni"
"823",2020-03-20,2.5,"vni"
"824",2020-03-21,0.5,"vni"
"825",2020-03-22,0,"vni"
"826",2020-03-23,0.5,"vni"
"827",2020-03-24,0,"vni"
"828",2020-03-25,2.4,"vni"
"829",2020-03-26,0,"vni"
"830",2020-03-27,0,"vni"
"831",2020-03-28,0,"vni"
"832",2020-03-29,0,"vni"
"833",2020-03-30,0,"vni"
"834",2020-03-31,0,"vni"
"835",2020-04-01,0,"vni"
"836",2020-04-02,0,"vni"
"837",2020-04-03,0,"vni"
"838",2020-04-04,27.1,"vni"
"839",2020-04-05,18.8,"vni"
"840",2020-04-06,0,"vni"
"841",2020-04-07,0,"vni"
"842",2020-04-08,0,"vni"
"843",2020-04-09,0,"vni"
"844",2020-04-10,18.8,"vni"
"845",2020-04-11,27.3,"vni"
"846",2020-04-12,18.9,"vni"
"847",2020-04-13,0,"vni"
"848",2020-04-14,0,"vni"
"849",2020-04-15,0,"vni"
"850",2020-04-16,0,"vni"
"851",2020-04-17,0,"vni"
"852",2020-04-18,0,"vni"
"853",2020-04-19,0,"vni"
"854",2020-04-20,0,"vni"
"855",2020-04-21,4.2,"vni"
"856",2020-04-22,0,"vni"
"857",2020-04-23,0,"vni"
"858",2020-04-24,3.5,"vni"
"859",2020-04-25,20.1,"vni"
"860",2020-04-26,26.4,"vni"
"861",2020-04-27,38.8,"vni"
"862",2020-04-28,40.8,"vni"
"863",2020-04-29,40.1,"vni"
"864",2020-04-30,22.5,"vni"
"865",2020-05-01,31.3,"vni"
"866",2020-05-02,12.3,"vni"
"867",2020-05-03,24.3,"vni"
"868",2020-05-04,0,"vni"
"869",2020-05-05,17.6,"vni"
"870",2020-05-06,31.7,"vni"
"871",2020-05-07,32.3,"vni"
"872",2020-05-08,27,"vni"
"873",2020-05-09,31.9,"vni"
"874",2020-05-10,23.9,"vni"
"875",2020-05-11,15,"vni"
"876",2020-05-12,20,"vni"
"877",2020-05-13,24.9,"vni"
"878",2020-05-14,20.8,"vni"
"879",2020-05-15,24.3,"vni"
"880",2020-05-16,25,"vni"
"881",2020-05-17,21.7,"vni"
"882",2020-05-18,12.5,"vni"
"883",2020-05-19,24.5,"vni"
"884",2020-05-20,26,"vni"
"885",2020-05-21,28.7,"vni"
"886",2020-05-22,62.5,"vni"
"887",2020-05-23,92.1,"vni"
"888",2020-05-24,86.4,"vni"
"889",2020-05-25,111.6,"vni"
"890",2020-05-26,100,"vni"
"891",2020-05-27,83.5,"vni"
"892",2020-05-28,72.8,"vni"
"893",2020-05-29,65.5,"vni"
"894",2020-05-30,65.4,"vni"
"895",2020-05-31,40.1,"vni"
"896",2020-06-01,131.5,"vni"
"897",2020-06-02,91.8,"vni"
"898",2020-06-03,79.7,"vni"
"899",2020-06-04,99.8,"vni"
"900",2020-06-05,106.3,"vni"
"901",2020-06-06,99.6,"vni"
"902",2020-06-07,95.8,"vni"
"903",2020-06-08,119.8,"vni"
"904",2020-06-09,134.4,"vni"
"905",2020-06-10,124.9,"vni"
"906",2020-06-11,105.1,"vni"
"907",2020-06-12,124.2,"vni"
"908",2020-06-13,127.7,"vni"
"909",2020-06-14,90,"vni"
"910",2020-06-15,83.3,"vni"
"911",2020-06-16,124.8,"vni"
"912",2020-06-17,124.3,"vni"
"913",2020-06-18,125.3,"vni"
"914",2020-06-19,66.7,"vni"
"915",2020-06-20,37.3,"vni"
"916",2020-06-21,113.7,"vni"
"917",2020-06-22,104.6,"vni"
"918",2020-06-23,88,"vni"
"919",2020-06-24,67.5,"vni"
"920",2020-06-25,57.7,"vni"
"921",2020-06-26,104.6,"vni"
"922",2020-06-27,88,"vni"
"923",2020-06-28,141.1,"vni"
"924",2020-06-29,123.6,"vni"
"925",2020-06-30,124.1,"vni"
"926",2020-07-01,82.5,"vni"
"927",2020-07-02,113.8,"vni"
"928",2020-07-03,146.1,"vni"
"929",2020-07-04,136.9,"vni"
"930",2020-07-05,113.6,"vni"
"931",2020-07-06,144.5,"vni"
"932",2020-07-07,137.5,"vni"
"933",2020-07-08,138,"vni"
"934",2020-07-09,126.6,"vni"
"935",2020-07-10,120.8,"vni"
"936",2020-07-11,103.5,"vni"
"937",2020-07-12,62.3,"vni"
"938",2020-07-13,116.7,"vni"
"939",2020-07-14,125.2,"vni"
"940",2020-07-15,130.5,"vni"
"941",2020-07-16,152,"vni"
"942",2020-07-17,136.1,"vni"
"943",2020-07-18,139.4,"vni"
"944",2020-07-19,98.5,"vni"
"945",2020-07-20,134.6,"vni"
"946",2020-07-21,144.1,"vni"
"947",2020-07-22,130.5,"vni"
"948",2020-07-23,82,"vni"
"949",2020-07-24,96,"vni"
"950",2020-07-25,96,"vni"
"951",2020-07-26,96.7,"vni"
"952",2020-07-27,94.3,"vni"
"953",2020-07-28,84.4,"vni"
"954",2020-07-29,111.1,"vni"
"955",2020-07-30,111.2,"vni"
"956",2020-07-31,128.3,"vni"
"957",2020-08-01,71.9,"vni"
"958",2020-08-02,75.2,"vni"
"959",2020-08-03,85.3,"vni"
"960",2020-08-04,130,"vni"
"961",2020-08-05,110.1,"vni"
"962",2020-08-06,87,"vni"
"963",2020-08-07,120.2,"vni"
"964",2020-08-08,98.9,"vni"
"965",2020-08-09,89.2,"vni"
"966",2020-08-10,91.5,"vni"
"967",2020-08-11,108.9,"vni"
"968",2020-08-12,94.4,"vni"
"969",2020-08-13,46.1,"vni"
"970",2020-08-14,109.1,"vni"
"971",2020-08-15,75.2,"vni"
"972",2020-08-16,93.6,"vni"
"973",2020-08-17,102.7,"vni"
"974",2020-08-18,89.4,"vni"
"975",2020-08-19,101.9,"vni"
"976",2020-08-20,95.2,"vni"
"977",2020-08-21,96.2,"vni"
"978",2020-08-22,118.3,"vni"
"979",2020-08-23,98.6,"vni"
"980",2020-08-24,114.9,"vni"
"981",2020-08-25,92.5,"vni"
"982",2020-08-26,88.4,"vni"
"983",2020-08-27,86.2,"vni"
"984",2020-08-28,111.6,"vni"
"985",2020-08-29,25.1,"vni"
"986",2020-08-30,43.5,"vni"
"987",2020-08-31,104.1,"vni"
"988",2020-09-01,117.3,"vni"
"989",2020-09-02,52.9,"vni"
"990",2020-09-03,56.2,"vni"
"991",2020-09-04,73.2,"vni"
"992",2020-09-05,33.8,"vni"
"993",2020-09-06,82.3,"vni"
"994",2020-09-07,58.5,"vni"
"995",2020-09-08,68.6,"vni"
"996",2020-09-09,0,"vni"
"997",2020-09-10,16.4,"vni"
"998",2020-09-11,87.9,"vni"
"999",2020-09-12,92.3,"vni"
"1000",2020-09-13,52.9,"vni"
"1001",2020-09-14,84.9,"vni"
"1002",2020-09-15,78.5,"vni"
"1003",2020-09-16,57.1,"vni"
"1004",2020-09-17,102.3,"vni"
"1005",2020-09-18,74.6,"vni"
"1006",2020-09-19,13.1,"vni"
"1007",2020-09-20,31.5,"vni"
"1008",2020-09-21,75.8,"vni"
"1009",2020-09-22,92.6,"vni"
"1010",2020-09-23,109.2,"vni"
"1011",2020-09-24,111.4,"vni"
"1012",2020-09-25,129,"vni"
"1013",2020-09-26,81.6,"vni"
"1014",2020-09-27,25,"vni"
"1015",2020-09-28,55.1,"vni"
"1016",2020-09-29,47.8,"vni"
"1017",2020-09-30,9.8,"vni"
"1018",2020-10-01,4.7,"vni"
"1019",2020-10-02,0.9,"vni"
"1020",2020-10-03,0,"vni"
"1021",2020-10-04,11.8,"vni"
"1022",2020-10-05,60.7,"vni"
"1023",2020-10-06,30.1,"vni"
"1024",2020-10-07,0,"vni"
"1025",2020-10-08,0,"vni"
"1026",2020-10-09,9.8,"vni"
"1027",2020-10-10,0,"vni"
"1028",2020-10-11,0,"vni"
"1029",2020-10-12,0,"vni"
"1030",2020-10-13,0,"vni"
"1031",2020-10-14,0,"vni"
"1032",2020-10-15,0,"vni"
"1033",2020-10-16,0,"vni"
"1034",2020-10-17,0,"vni"
"1035",2020-10-18,0,"vni"
"1036",2020-10-19,0,"vni"
"1037",2020-10-20,0,"vni"
"1038",2020-10-21,0,"vni"
"1039",2020-10-22,0,"vni"
"1040",2020-10-23,0,"vni"
"1041",2020-10-24,1.7,"vni"
"1042",2020-10-25,45.6,"vni"
"1043",2020-10-26,4.4,"vni"
"1044",2020-10-27,0,"vni"
"1045",2020-10-28,0,"vni"
"1046",2020-10-29,0,"vni"
"1047",2020-10-30,0,"vni"
"1048",2020-10-31,8.8,"vni"
"1049",2020-11-01,0.7,"vni"
"1050",2020-11-02,0,"vni"
"1051",2020-11-03,0,"vni"
"1052",2020-11-04,0,"vni"
"1053",2020-11-05,24.9,"vni"
"1054",2020-11-06,0,"vni"
"1055",2020-11-07,0,"vni"
"1056",2020-11-08,0,"vni"
"1057",2020-11-09,0,"vni"
"1058",2020-11-10,0,"vni"
"1059",2020-11-11,0,"vni"
"1060",2020-11-12,0,"vni"
"1061",2020-11-13,0,"vni"
"1062",2020-11-14,0,"vni"
"1063",2020-11-15,0,"vni"
"1064",2020-11-16,0,"vni"
"1065",2020-11-17,0,"vni"
"1066",2020-11-18,0,"vni"
"1067",2020-11-19,0,"vni"
"1068",2020-11-20,0,"vni"
"1069",2020-11-21,0,"vni"
"1070",2020-11-22,0,"vni"
"1071",2020-11-23,0,"vni"
"1072",2020-11-24,0,"vni"
"1073",2020-11-25,0,"vni"
"1074",2020-11-26,0,"vni"
"1075",2020-11-27,0,"vni"
"1076",2020-11-28,0,"vni"
"1077",2020-11-29,0,"vni"
"1078",2020-11-30,0,"vni"
"1079",2020-12-01,0,"vni"
"1080",2020-12-02,0,"vni"
"1081",2020-12-03,0,"vni"
"1082",2020-12-04,0,"vni"
"1083",2020-12-05,0,"vni"
"1084",2020-12-06,0,"vni"
"1085",2020-12-07,0,"vni"
"1086",2020-12-08,0,"vni"
"1087",2020-12-09,0,"vni"
"1088",2020-12-10,0,"vni"
"1089",2020-12-11,0,"vni"
"1090",2020-12-12,0,"vni"
"1091",2020-12-13,0,"vni"
"1092",2020-12-14,0,"vni"
"1093",2020-12-15,0,"vni"
"1094",2020-12-16,0,"vni"
"1095",2020-12-17,0,"vni"
